Group,Title,System,arXivLink,arXivAbs,InspireLink,DatePublishedArxiv,Journal,N
GA,Direct photon production at low transverse momentum in proton-proton collisions at $\sqrt{s}$ = 2.76 and 8 TeV,pp,http://arxiv.org/abs/1803.09857v2,1803.09857,-,2018-03-27,Submitted,200
GA,Neutral pion and $η$ meson production at mid-rapidity in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1803.05490v2,1803.05490,-,2018-03-14,Submitted,199
LF,"Transverse momentum spectra and nuclear modification factors of charged particles in pp, p-Pb and Pb-Pb collisions at the LHC","pp,pPb,PbPb",http://arxiv.org/abs/1802.09145v2,1802.09145,-,2018-02-26,Submitted,198
DQ,Prompt and non-prompt J/$ψ$ production and nuclear modification at mid-rapidity in p-Pb collisions at ${\bf \sqrt{{\it s}_{\text{NN}}}= 5.02}$ TeV,pPb,http://arxiv.org/abs/1802.00765v2,1802.00765,-,2018-02-02,Submitted,197
GA,Neutral pion and $η$ meson production in p-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}} = 5.02$ TeV,pPb,http://arxiv.org/abs/1801.07051v2,1801.07051,-,2018-01-22,Submitted,196
HF,$Λ_{\rm c}^+$ production in pp collisions at $\sqrt{s} = 7$ TeV and in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV,"pp,pPb",http://arxiv.org/abs/1712.09581v2,1712.09581,-,2017-12-27,Submitted,195
LF,Relative particle yield fluctuations in Pb-Pb collisions at ${\mathbf{\sqrt{s_{\rm NN}}=2.76}}$ TeV,PbPb,http://arxiv.org/abs/1712.07929v2,1712.07929,-,2017-12-21,Submitted,194
JE,Constraints on jet quenching in p-Pb collisions at $\mathbf{\sqrt{s_{NN}}}$ = 5.02 TeV measured by the event-activity dependence of semi-inclusive hadron-jet distributions,pPb,http://arxiv.org/abs/1712.05603v2,1712.05603,-,2017-12-15,Submitted,193
HF,Measurement of Z$^0$-boson production at large rapidities in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,PbPb,http://arxiv.org/abs/1711.10753v2,1711.10753,-,2017-11-29,Submitted,192
LF,Longitudinal asymmetry and its effect on pseudorapidity distributions in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1710.07975v2,1710.07975,-,2017-10-22,Submitted,191
LF,Production of $^{4}$He and $^{4}\overline{\textrm{He}}$ in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 2.76 TeV at the LHC,PbPb,http://arxiv.org/abs/1710.07531v2,1710.07531,-,2017-10-20,Submitted,190
LF,"Production of deuterons, tritons, $^{3}$He nuclei and their anti-nuclei in pp collisions at $\mathbf{\sqrt{\textit s}}$ = 0.9, 2.76 and 7 TeV",pp,http://arxiv.org/abs/1709.08522v2,1709.08522,-,2017-09-25,Submitted,189
DQ/CF,Search for collectivity with azimuthal J/$ψ$-hadron correlations in high multiplicity p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 and 8.16 TeV,pPb,http://arxiv.org/abs/1709.06807v2,1709.06807,-,2017-09-20,Submitted,188
DQ,J/$ψ$ elliptic flow in Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}}$ = 5.02 TeV,PbPb,http://arxiv.org/abs/1709.05260v2,1709.05260,-,2017-09-15,Submitted,187
CF,Constraining the magnitude of the Chiral Magnetic Effect with Event Shape Engineering in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76$ TeV,PbPb,http://arxiv.org/abs/1709.04723v2,1709.04723,-,2017-09-14,Submitted,186
PP,"The ALICE Transition Radiation Detector: construction, operation, and performance",n/a,http://arxiv.org/abs/1709.02743v2,1709.02743,-,2017-09-08,Submitted,185
CF,Kaon femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1709.01731v2,1709.01731,-,2017-09-06,Submitted,184
CF,Systematic studies of correlations between different order flow harmonics in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1709.01127v2,1709.01127,-,2017-09-04,Submitted,183
GA,$π^0$ and $η$ meson production in proton-proton collisions at $\sqrt{s}=8$ TeV,pp,http://arxiv.org/abs/1708.08745v2,1708.08745,-,2017-08-29,Submitted,182
MM,"Charged-particle multiplicity distributions over a wide pseudorapidity range in proton-proton collisions at $\mathbf{\sqrt{s}=}$ 0.9, 7 and 8 TeV",pp,http://arxiv.org/abs/1708.01435v2,1708.01435,-,2017-08-04,Submitted,181
"LF,CF",Measurement of deuteron spectra and elliptic flow in Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}}$ = 2.76 TeV at the LHC,PbPb,http://arxiv.org/abs/1707.07304v2,1707.07304,-,2017-07-23,Submitted,180
CF,Searches for transverse momentum dependent flow vector fluctuations in Pb-Pb and p-Pb collisions at the LHC,"pPb,PbPb",http://arxiv.org/abs/1707.05690v2,1707.05690,-,2017-07-18,Submitted,179
HF,D-meson azimuthal anisotropy in mid-central Pb-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}}=5.02}$ TeV,PbPb,http://arxiv.org/abs/1707.01005v2,1707.01005,-,2017-07-04,Submitted,178
CF,Measuring K$^0_{\rm S}$K$^{\rm \pm}$ interactions using Pb-Pb collisions at ${\sqrt{s_{\rm NN}}=2.76}$ TeV,PbPb,http://arxiv.org/abs/1705.04929v2,1705.04929,-,2017-05-14,Submitted,177
CF,Linear and non-linear flow mode in Pb-Pb collisions at $\sqrt{s_{\rm NN}} =$ 2.76 TeV,PbPb,http://arxiv.org/abs/1705.04377v2,1705.04377,-,2017-05-11,Submitted,176
DQ,J/$ψ$ production as a function of charged-particle pseudorapidity density in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV,pPb,http://arxiv.org/abs/1704.00274v2,1704.00274,-,2017-04-02,Submitted,175
CF,Flow dominance and factorization of transverse momentum correlations in Pb-Pb collisions at the LHC,PbPb,http://arxiv.org/abs/1702.02665v2,1702.02665,-,2017-02-09,Submitted,174
CF,Azimuthally differential pion femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1702.01612v2,1702.01612,-,2017-02-06,Submitted,173
CF,Production of muons from heavy-flavour hadron decays in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV,PbPb,http://arxiv.org/abs/1702.01479v2,1702.01479,-,2017-02-06,Submitted,172
GA,Production of $π^0$ and $η$ mesons up to high transverse momentum in pp collisions at 2.76 TeV,pp,http://arxiv.org/abs/1702.00917v2,1702.00917,-,2017-02-03,Submitted,171
JE,First measurement of jet mass in Pb-Pb and p-Pb collisions at the LHC,pPb,http://arxiv.org/abs/1702.00804v2,1702.00804,-,2017-02-02,Submitted,170
HF,Measurement of D-meson production at mid-rapidity in pp collisions at $\mathbf{\sqrt{s}=7}$ TeV,pp,http://arxiv.org/abs/1702.00766v2,1702.00766,-,2017-02-02,Submitted,169
DQ,Energy dependence of forward-rapidity J/$ψ$ and $ψ(2S)$ production in pp collisions at the LHC,pp,http://arxiv.org/abs/1702.00557v2,1702.00557,-,2017-02-02,Submitted,168
LF,K$^{*}(892)^{0}$ and $φ(1020)$ meson production at high transverse momentum in pp and Pb-Pb collisions at $\sqrt{s_\mathrm{NN}}$ = 2.76 TeV,"pp,PbPb",http://arxiv.org/abs/1702.00555v2,1702.00555,-,2017-02-02,Submitted,167
LF,Production of $Σ(1385)^{\pm}$ and $Ξ(1530)^{0}$ in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,pPb,http://arxiv.org/abs/1701.07797v2,1701.07797,-,2017-01-26,Submitted,166
LF,Insight into particle production mechanisms via angular correlations of identified particles in pp collisions at $\sqrt{s}=7$ TeV,pp,http://arxiv.org/abs/1612.08975v3,1612.08975,-,2016-12-28,Submitted,165
LF,Centrality dependence of the pseudorapidity density distribution for charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,PbPb,http://arxiv.org/abs/1612.08966v3,1612.08966,-,2016-12-28,Submitted,164
HF,W and Z boson production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1611.03002v2,1611.03002,-,2016-11-09,Submitted,163
PP,Determination of the event collision time with the ALICE detector at the LHC,"pp,pPb,PbPb",http://arxiv.org/abs/1610.03055v2,1610.03055,-,2016-10-08,Submitted,162
HF,Measurement of the production of high-$p_{\rm T}$ electrons from heavy-flavour hadron decays in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1609.07104v2,1609.07104,-,2016-09-22,Submitted,161
CF,Evolution of the longitudinal and azimuthal structure of the near-side jet peak in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV,PbPb,http://arxiv.org/abs/1609.06667v2,1609.06667,-,2016-09-21,Submitted,160
CF,Anomalous evolution of the near-side jet peak shape in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1609.06643v2,1609.06643,-,2016-09-21,Submitted,159
HF,Measurement of electrons from beauty-hadron decays in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV and Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,"pPb,PbPb",http://arxiv.org/abs/1609.03898v3,1609.03898,-,2016-09-13,Submitted,158
GA,Jet-like correlations with neutral pion triggers in pp and central Pb-Pb collisions at 2.76 TeV,"pp,PbPb",http://arxiv.org/abs/1608.07201v2,1608.07201,-,2016-08-25,Submitted,157
DQ,J/$ψ$ suppression at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV,PbPb,http://arxiv.org/abs/1606.08197v2,1606.08197,-,2016-06-27,Submitted,156
LF,Enhanced production of multi-strange hadrons in high-multiplicity proton-proton collisions,pp,http://arxiv.org/abs/1606.07424v2,1606.07424,-,2016-06-23,Submitted,155
CF,Higher harmonic flow coefficients of identified hadrons in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1606.06057v2,1606.06057,-,2016-06-20,Submitted,154
HF,Elliptic flow of electrons from heavy-flavour hadron decays at mid-rapidity in Pb-Pb collisions at $\mathbf{\sqrt{s_\mathrm{NN}}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1606.00321v2,1606.00321,-,2016-06-01,Submitted,153
HF,D-meson production in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV and in pp collisions at $\sqrt{s}=7$ TeV,"pp,pPb",http://arxiv.org/abs/1605.07569v2,1605.07569,-,2016-05-24,Submitted,152
HF,Measurement of azimuthal correlations of D mesons and charged particles in pp collisions at $\sqrt{s}=7$ TeV and p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,"pp,pPb",http://arxiv.org/abs/1605.06963v2,1605.06963,-,2016-05-23,Submitted,151
CF,Pseudorapidity dependence of the anisotropic flow of charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1605.02035v3,1605.02035,-,2016-05-06,Submitted,150
CF,Correlated event-by-event fluctuations of flow harmonics in Pb-Pb collisions at $\sqrt{s_{_{\rm NN}}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1604.07663v2,1604.07663,-,2016-04-26,Submitted,149
LF,Measurement of transverse energy at midrapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV,PbPb,http://arxiv.org/abs/1603.04775v2,1603.04775,-,2016-03-15,Submitted,148
JE,Centrality dependence of charged jet production in p-Pb collisions at $\sqrt{s_\mathrm{NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1603.03402v2,1603.03402,-,2016-03-10,Submitted,147
DQ,Centrality dependence of $\mathbfψ$(2S) suppression in p-Pb collisions at $\mathbf{\sqrt{{\textit s}_{\rm NN}}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1603.02816v2,1603.02816,-,2016-03-09,Submitted,146
HF,Measurement of D-meson production versus multiplicity in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,pPb,http://arxiv.org/abs/1602.07240v2,1602.07240,-,2016-02-23,Submitted,145
PP,Particle identification in ALICE: a Bayesian approach,n/a,http://arxiv.org/abs/1602.01392v2,1602.01392,-,2016-02-03,Submitted,144
CF,Anisotropic flow of charged particles in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,PbPb,http://arxiv.org/abs/1602.01119v2,1602.01119,-,2016-02-02,Submitted,143
LF,Production of K$^{*}$(892)$^{0}$ and $φ$(1020) in p-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1601.07868v2,1601.07868,-,2016-01-28,Submitted,142
LF,"Multiplicity dependence of charged pion, kaon, and (anti)proton production at large transverse momentum in p-Pb collisions at $\mathbf{\sqrt{{\textit s}_{\rm NN}}}$ = 5.02 TeV",pPb,http://arxiv.org/abs/1601.03658v2,1601.03658,-,2016-01-14,Submitted,141
CF,"Multipion Bose-Einstein correlations in pp, p-Pb, and Pb-Pb collisions at the LHC","pp,pPb,PbPb",http://arxiv.org/abs/1512.08902v2,1512.08902,-,2015-12-30,Submitted,140
LF,Multi-strange baryon production in p-Pb collisions at $\sqrt{s_\mathbf{NN}}=5.02$ TeV,pPb,http://arxiv.org/abs/1512.07227v2,1512.07227,-,2015-12-22,Submitted,139
LF,Centrality dependence of the charged-particle multiplicity density at mid-rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,PbPb,http://arxiv.org/abs/1512.06104v2,1512.06104,-,2015-12-18,Submitted,138
CF,Charge-dependent flow and the search for the Chiral Magnetic Wave in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1512.05739v2,1512.05739,-,2015-12-17,Submitted,137
DQ,Measurement of an excess in the yield of J/$ψ$ at very low $p_{\rm T}$ in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1509.08802v2,1509.08802,-,2015-09-29,Submitted,136
LF,Pseudorapidity and transverse-momentum distributions of charged particles in proton-proton collisions at $\mathbf{\sqrt{\textit s}}$ = 13 TeV,pp,http://arxiv.org/abs/1509.08734v2,1509.08734,-,2015-09-29,Submitted,135
DQ,Inclusive quarkonium production at forward rapidity in pp collisions at $\sqrt{s}=8$ TeV,pp,http://arxiv.org/abs/1509.08258v2,1509.08258,-,2015-09-28,Submitted,134
UD,Charged-particle multiplicities in proton-proton collisions at $\sqrt{s}$ = 0.9 to 8 TeV,pp,http://arxiv.org/abs/1509.07541v2,1509.07541,-,2015-09-24,Submitted,133
HF,Measurement of electrons from heavy-flavour hadron decays in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV,pPb,http://arxiv.org/abs/1509.07491v2,1509.07491,-,2015-09-24,Submitted,132
JE,Azimuthal anisotropy of charged jet production in $\sqrt{s_{\rm NN}}$ = 2.76 TeV Pb-Pb collisions,PbPb,http://arxiv.org/abs/1509.07334v2,1509.07334,-,2015-09-24,Submitted,131
GA,Direct photon production in Pb-Pb collisions at $\sqrt{s_\rm{NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1509.07324v2,1509.07324,-,2015-09-24,Submitted,130
LF,Centrality evolution of the charged-particle pseudorapidity density over a broad pseudorapidity range in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1509.07299v2,1509.07299,-,2015-09-24,Submitted,129
HF,Measurement of D$_s^+$ production and nuclear modification factor in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1509.07287v2,1509.07287,-,2015-09-24,Submitted,128
CF,"Multiplicity and transverse momentum evolution of charge-dependent correlations in pp, p-Pb, and Pb-Pb collisions at the LHC","pp,pPb,PbPb",http://arxiv.org/abs/1509.07255v2,1509.07255,-,2015-09-24,Submitted,127
HF,Transverse momentum dependence of D-meson production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1509.06888v2,1509.06888,-,2015-09-23,Submitted,126
UD,Coherent $ψ$(2S) photo-production in ultra-peripheral Pb-Pb collisions at $\sqrt{s}_{\rm NN}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1508.05076v2,1508.05076,-,2015-08-20,Submitted,125
LF,Precision measurement of the mass difference between light nuclei and anti-nuclei,PbPb,http://arxiv.org/abs/1508.03986v1,1508.03986,-,2015-08-17,Submitted,124
UD,Study of cosmic ray events with high muon multiplicity using the ALICE detector at the CERN Large Hadron Collider,c.r.,http://arxiv.org/abs/1507.07577v3,1507.07577,-,2015-07-27,Submitted,123
CF,Centrality dependence of pion freeze-out radii in Pb-Pb collisions at $\sqrt{\mathbf{s_{NN}}}$=2.76 TeV,PbPb,http://arxiv.org/abs/1507.06842v2,1507.06842,-,2015-07-24,Submitted,122
CF,Event shape engineering for inclusive spectra and elliptic flow in Pb-Pb collisions at $\sqrt{s_\rm{NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1507.06194v2,1507.06194,-,2015-07-22,Submitted,121
HF,Elliptic flow of muons from heavy-flavour hadron decays at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1507.03134v1,1507.03134,-,2015-07-11,Submitted,120
DQ,$φ$-meson production at forward rapidity in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV and in pp collisions at $\sqrt{s}$ = 2.76 TeV,"pp,pPb",http://arxiv.org/abs/1506.09206v3,1506.09206,-,2015-06-30,Submitted,119
LF,Production of light nuclei and anti-nuclei in pp and Pb-Pb collisions at LHC energies,"pp,PbPb",http://arxiv.org/abs/1506.08951v3,1506.08951,-,2015-06-30,Submitted,118
DQ,Centrality dependence of inclusive J/$ψ$ production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1506.08808v2,1506.08808,-,2015-06-29,Submitted,117
DQ,Differential studies of inclusive J/$ψ$ and $ψ$(2S) production at forward rapidity in Pb-Pb collisions at $\mathbf{\sqrt{{\textit s}_{_{NN}}}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1506.08804v2,1506.08804,-,2015-06-29,Submitted,116
LF,$^{3}_Λ\mathrm H$ and $^{3}_{\barΛ} \overline{\mathrm H}$ production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1506.08453v2,1506.08453,-,2015-06-28,Submitted,115
CF,Forward-central two-particle correlations in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1506.08032v3,1506.08032,-,2015-06-26,Submitted,114
CF,"One-dimensional pion, kaon, and proton femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm {NN}}}$ =2.76 TeV",PbPb,http://arxiv.org/abs/1506.07884v2,1506.07884,-,2015-06-25,Submitted,113
LF,Search for weakly decaying $\bar{Λ\mathrm{n}}$ and $ΛΛ $ exotic bound states in central Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1506.07499v2,1506.07499,-,2015-06-24,Submitted,112
LF,"Centrality dependence of the nuclear modification factor of charged pions, kaons, and protons in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV",PbPb,http://arxiv.org/abs/1506.07287v3,1506.07287,-,2015-06-24,Submitted,111
HF,Centrality dependence of high-$p_{\rm T}$ D meson suppression in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1506.06604v3,1506.06604,-,2015-06-22,Submitted,110
JE,Measurement of jet quenching with semi-inclusive hadron-jet distributions in central Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1506.03984v2,1506.03984,-,2015-06-12,Submitted,109
HF,Measurement of charm and beauty production at central rapidity versus charged-particle multiplicity in proton-proton collisions at $\mathbf{\sqrt{\textit s}}=7$ TeV,pp,http://arxiv.org/abs/1505.00664v2,1505.00664,-,2015-05-04,Submitted,108
DQ,"Inclusive, prompt and non-prompt J/$ψ$ production at mid-rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV",PbPb,http://arxiv.org/abs/1504.07151v3,1504.07151,-,2015-04-27,Submitted,107
LF,"Measurement of pion, kaon and proton production in proton-proton collisions at $\sqrt{s}=7$ TeV",pp,http://arxiv.org/abs/1504.00024v2,1504.00024,-,2015-03-31,Submitted,106
UD,Coherent $ρ^0$ photoproduction in ultra-peripheral Pb-Pb collisions at $\mathbf{\sqrt{\textit{s}_{\rm NN}}} = 2.76$ TeV,PbPb,http://arxiv.org/abs/1503.09177v2,1503.09177,-,2015-03-31,Submitted,105
DQ,Rapidity and transverse-momentum dependence of the inclusive J/$\mathbfψ$ nuclear modification factor in p-Pb collisions at $\mathbf{\sqrt{\textit{s}_{NN}}}=5.02$ TeV,pPb,http://arxiv.org/abs/1503.07179v2,1503.07179,-,2015-03-24,Submitted,104
JE,Measurement of dijet $k_{\rm T}$ in p-Pb collisions at ${\sqrt{s_{\rm NN}}=5.02}$ TeV,pPb,http://arxiv.org/abs/1503.03050v3,1503.03050,-,2015-03-10,Submitted,103
JE,Measurement of charged jet production cross sections and nuclear modification in p-Pb collisions at $\sqrt{s_\rm{NN}} = 5.02$ TeV,pPb,http://arxiv.org/abs/1503.00681v2,1503.00681,-,2015-03-02,Submitted,102
JE,Measurement of jet suppression in central Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1502.01689v2,1502.01689,-,2015-02-05,Submitted,101
CF,Two-pion femtoscopy in p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,pPb,http://arxiv.org/abs/1502.00559v2,1502.00559,-,2015-02-02,Submitted,100
LF,"Forward-backward multiplicity correlations in pp collisions at $\sqrt{s}$=0.9, 2.76 and 7 TeV",pp,http://arxiv.org/abs/1502.00230v2,1502.00230,-,2015-02-01,Submitted,99
LF,Centrality dependence of particle production in p-Pb collisions at $\sqrt{s_{\rm NN} }$= 5.02 TeV,pPb,http://arxiv.org/abs/1412.6828v2,1412.6828,-,2014-12-21,Submitted,98
LF,"Inclusive photon production at forward rapidities in proton-proton collisions at $\sqrt{s}$ = 0.9, 2.76 and 7 TeV",pp,http://arxiv.org/abs/1411.4981v2,1411.4981,-,2014-11-18,Submitted,97
JE,Charged jet cross sections and properties in proton-proton collisions at $\sqrt{s}=7$ TeV,pp,http://arxiv.org/abs/1411.4969v2,1411.4969,-,2014-11-18,Submitted,96
DQ,Production of inclusive $Υ$(1S) and $Υ$(2S) in p-Pb collisions at $\mathbf{\sqrt{s_{\rm NN}} = 5.02}$ TeV,pPb,http://arxiv.org/abs/1410.2234v2,1410.2234,-,2014-10-08,Submitted,95
CF,Event-by-event mean $p_{\rm T}$ fluctuations in pp and Pb-Pb collisions at the LHC,"pp,PbPb",http://arxiv.org/abs/1407.5530v2,1407.5530,-,2014-07-21,Submitted,94
UD,Exclusive J/$ψ$ photoproduction off protons in ultra-peripheral p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV,pPb,http://arxiv.org/abs/1406.7819v2,1406.7819,-,2014-06-30,Submitted,93
CF,Multiplicity dependence of jet-like two-particle correlations in p-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1406.5463v2,1406.5463,-,2014-06-20,Submitted,92
LF,Production of $Σ(1385)^{\pm}$ and $Ξ(1530)^{0}$ in proton-proton collisions at $\sqrt{s}=$ 7 TeV,pp,http://arxiv.org/abs/1406.3206v2,1406.3206,-,2014-06-12,Submitted,91
CF,Multi-particle azimuthal correlations in p-Pb and Pb-Pb collisions at the CERN Large Hadron Collider,"pPb,PbPb",http://arxiv.org/abs/1406.2474v2,1406.2474,-,2014-06-10,Submitted,90
CF,Elliptic flow of identified hadrons in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1405.4632v2,1405.4632,-,2014-05-19,Submitted,89
DQ,Suppression of $Υ$(1S) at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1405.4493v3,1405.4493,-,2014-05-18,Submitted,88
HF,Beauty production in pp collisions at $\sqrt{s}$ = 2.76 TeV measured via semi-electronic decays,pp,http://arxiv.org/abs/1405.4144v2,1405.4144,-,2014-05-16,Submitted,87
HF,Measurement of electrons from semileptonic heavy-flavor hadron decays in pp collisions at $\sqrt{s} = 2.76$ TeV,pp,http://arxiv.org/abs/1405.4117v2,1405.4117,-,2014-05-16,Submitted,86
DQ,Suppression of $ψ$(2S) production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1405.3796v3,1405.3796,-,2014-05-15,Submitted,85
GA,Neutral pion production at midrapidity in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,"pp,PbPb",http://arxiv.org/abs/1405.3794v2,1405.3794,-,2014-05-15,Submitted,84
HF,Measurement of prompt D-meson production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1405.3452v2,1405.3452,-,2014-05-14,Submitted,83
LF,Transverse momentum dependence of inclusive primary charged-particle production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV,pPb,http://arxiv.org/abs/1405.2737v3,1405.2737,-,2014-05-12,Submitted,82
HF,Azimuthal anisotropy of D meson production in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV,PbPb,http://arxiv.org/abs/1405.2001v2,1405.2001,-,2014-05-08,Submitted,81
PP,Measurement of visible cross sections in proton-lead collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV in van der Meer scans with the ALICE detector,pPb,http://arxiv.org/abs/1405.1849v3,1405.1849,-,2014-05-08,Submitted,80
CF,"Freeze-out radii extracted from three-pion cumulants in pp, p-Pb and Pb-Pb collisions at the LHC","pp,pPb,PbPb",http://arxiv.org/abs/1404.1194v3,1404.1194,-,2014-04-04,Submitted,79
LF,K*(892)$^{0}$ and $Φ$(1020) production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV,PbPb,http://arxiv.org/abs/1404.0495v3,1404.0495,-,2014-04-02,Submitted,78
DQ,Measurement of quarkonium production at forward rapidity in pp collisions at $\sqrt{s}$= 7 TeV,pp,http://arxiv.org/abs/1403.3648v2,1403.3648,-,2014-03-14,Submitted,77
PP,Performance of the ALICE Experiment at the CERN LHC,n/a,http://arxiv.org/abs/1402.4476v4,1402.4476,-,2014-02-18,Submitted,76
LF,"Production of charged pions, kaons and protons at large transverse momenta in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV","pp,PbPb",http://arxiv.org/abs/1401.1250v4,1401.1250,-,2014-01-07,Submitted,75
JE,Measurement of charged jet suppression in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=2.76$ TeV,PbPb,http://arxiv.org/abs/1311.0633v2,1311.0633,-,2013-11-04,Submitted,74
